RM_RBG_RAUMTEMPERATUR_POINT_ID_Value,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value,timestamp
0.30453704318876995,0.4437416925346769,0.5701783543652033,2021-01-26 09:30:00+00:00
0.30453704318876995,0.4437416925346769,0.5701783543652033,2021-01-26 09:45:00+00:00
0.3045168883951448,0.4437990872746367,0.570229600210289,2021-01-26 10:00:00+00:00
0.30449673360152985,0.4438564820145998,0.570280846055373,2021-01-26 10:15:00+00:00
0.30447657880790424,0.44391387675455984,0.5703320919004587,2021-01-26 10:30:00+00:00
0.3044564240142791,0.44397127149451965,0.5703833377455428,2021-01-26 10:45:00+00:00
0.3044362692206637,0.4440286662344828,0.5704345835906286,2021-01-26 11:00:00+00:00
0.30441611442703853,0.4440860609744426,0.5704858294357144,2021-01-26 11:15:00+00:00
0.3043959596334129,0.4441434557144026,0.5705370752807983,2021-01-26 11:30:00+00:00
0.30437580483979754,0.44420085045436575,0.5705883211258841,2021-01-26 11:45:00+00:00
0.3043556500461724,0.44425824519432555,0.5706395669709698,2021-01-26 12:00:00+00:00
0.3043354952525468,0.4443156399342856,0.5706908128160539,2021-01-26 12:15:00+00:00
0.3043153404589318,0.4443730346742487,0.5707420586611397,2021-01-26 12:30:00+00:00
0.30429518566530667,0.44443042941420874,0.5707933045062238,2021-01-26 12:45:00+00:00
0.30427503087168106,0.44448782415416854,0.5708445503513094,2021-01-26 13:00:00+00:00
0.3042548760780661,0.4445452188941317,0.5708957961963952,2021-01-26 13:15:00+00:00
0.30423472128444096,0.4446026136340917,0.5709470420414793,2021-01-26 13:30:00+00:00
0.30421456649081535,0.44466000837405484,0.570998287886565,2021-01-26 13:45:00+00:00
0.3041944116972004,0.44471740311401464,0.5710495337316508,2021-01-26 14:00:00+00:00
0.3041742569035748,0.44477479785397445,0.5711007795767348,2021-01-26 14:15:00+00:00
0.30415410210994964,0.4448321925939378,0.5711520254218205,2021-01-26 14:30:00+00:00
0.3041339473163347,0.4448895873338976,0.5712032712669046,2021-01-26 14:45:00+00:00
0.3041137925227091,0.44494698207385763,0.5712545171119904,2021-01-26 15:00:00+00:00
0.30409363772908393,0.44500437681382077,0.5713057629570761,2021-01-26 15:15:00+00:00
