RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_Forecast,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value_Forecast,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_True,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value_True
22.05375068856915,0.62821563,26.62230936389272,30.648249207838496,1.970608920566299,22.305498067638,0.0,27.359999216135805,29.89999954694952,2.6648308496266786
22.055350890351,0.62892437,26.57293411953637,30.49807313039808,2.1075438890086,22.305498067638,0.0,27.599997780146502,29.59999742885712,2.7378041190786995
22.0600218912933,0.6441606,26.6153707249237,30.4498637383902,2.178245646897949,22.305498067638,0.0,27.669999989816205,29.6600008804755,2.851472496409528
22.041475938056998,0.6434124,26.609261189927082,30.3746663888736,2.1906505943779777,22.305498067638,0.0,27.61999901228068,29.5699996394478,3.0968560351022667
22.036427676657,0.6450519,26.562548991482082,30.2338280575248,2.3719613114747204,22.5124189241958,0.0,27.58999956727933,29.42999885287134,3.3514917128765767
22.22919291700335,0.5888352,26.606140935230954,30.03664833763668,2.7292476784382593,22.5124189241958,0.0,27.539998890143803,29.3799987017226,3.8517048028259495
22.3516921835787,0.57017244,26.624019240635803,29.875165102969678,3.1629054204936295,22.5124189241958,0.0,27.469999684474004,29.2199991870066,4.35210940194688
22.34697468038235,0.56018047,26.57226693115858,29.811992546655958,3.4489225949854188,22.5124189241958,0.0,27.400000478804202,29.099998339769638,4.417116126293077
22.33218230366085,0.5630418699999999,26.447369927716274,29.63291360457006,3.663759829736648,22.6180920442791,0.0,27.339999486001574,29.08999988409984,5.353376094320797
22.393171223371798,0.48428625,26.336787284197452,29.459459475098402,4.2217885928556775,22.6180920442791,0.0,27.3000003261331,28.97000024806284,5.411812990142646
