RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_True
22.887206316301498,31.78383185847106,38.141124589185544,22.7272909866225,31.03999912683247,36.6499963336302
22.91661078856335,31.93793134574125,38.406024315637204,22.7272909866225,31.129999865036442,36.46999809077466
22.9085738593326,31.953272472830562,38.48306026669308,22.7272909866225,31.11999864816937,36.6899992403091
22.920954137924397,31.997230003367264,38.5269747436428,22.0956131049828,31.139999880303552,36.4400015125653
22.5366422298681,31.662448032911804,39.68532157098828,21.9937700619909,30.8599985516245,36.569999604272105
22.42216989308265,31.317222356404002,40.682604844452904,22.1968569581793,31.359998714180023,37.1100009944385
22.486087969388997,32.15914139237741,40.84139376480888,22.4014528961985,31.45499961021754,37.204998435301206
22.51023545405835,32.32720737638266,40.27230964680294,22.6060488342177,31.55000020585507,37.2999989041638
22.6959047805153,32.32814732795137,38.7657749277564,22.6060488342177,31.859998876735542,37.6299963892656
22.671517406347498,32.630592140683305,38.9672852931015,22.7107371550002,31.939999599672404,36.6699993009696
22.86842455100865,32.416658382604936,37.82132722454688,22.919278891795198,31.754999767830853,36.94499982948768
22.9668529305732,32.35572134343346,37.542823905744484,23.127821016918,31.5699999359893,37.2199991468058
23.07887355979335,32.527980610899135,37.84737468528666,23.0290488701685,31.739999895130182,39.4100000744808
22.992424704531,33.0600619903867,39.927358081395,23.13498304361535,32.3899987846924,39.360001740132
23.1762173398125,33.707790456824505,40.7761185653646,23.237510028945,33.0100003320532,39.9299984973078
23.269630562922,34.1395944144502,41.45146912866108,23.237510028945,33.3599993644021,38.9099985629934
23.35259262286815,34.2260885835709,41.304101218327915,23.337900046391248,33.200000321728304,38.9499984416724
23.337834516075,33.99807177356135,41.1251379458382,23.337900046391248,32.969996065384905,38.369997172827006
23.413837062271497,33.76657693246756,40.5570669965988,23.337900046391248,32.9100001793821,37.210000691135996
23.39992473342675,33.3280187814667,39.87541334871048,23.4908075155095,32.58500043420101,37.25500100884986
23.500709874409498,33.18923518768666,39.1744943542584,23.64371498462775,32.260000689019904,37.2999989041638
23.5501940976357,33.205251313553504,39.1649894625723,23.372435493874498,32.14999931948173,37.17999926812681
23.437380405966,32.8362880298359,39.093225864942305,23.101156100203198,32.039999752343505,37.059996604089896
23.3114039551875,32.5896085700476,39.381022115437794,23.203019918732398,32.039999752343505,36.88999984490406
23.36111156398065,32.777827187782,39.5276772345945,23.203019918732398,31.999999991675054,36.1100009994636
23.38844479283925,32.5138206565705,38.81096903746386,23.3064380192811,31.9099986526711,35.959999940417404
23.3872171915815,32.2669909967872,38.22508557601272,23.3064380192811,31.76999903973154,36.459999029504885
23.3589288704988,32.3537375018995,38.200423122427196,23.4090392723025,31.679998301527572,36.9600029633922
23.3567043346965,32.57400759696694,38.628866940277796,23.6141029511568,31.729999579463083,37.1899977237966
23.5320421029525,32.80191926698001,38.655773747389205,23.8714037090115,31.759999925664403,36.694998468144
23.739749905796998,32.7446660328859,38.2889224755045,24.1287038843745,31.789999370665754,36.1999992124914
23.936383958932797,32.687094374802406,37.80272319316128,24.1287038843745,31.5800002516564,36.79000135940652
23.92645839744675,32.694413320158766,37.933741115234405,24.2291448698445,31.810000302399942,37.1899977237966
24.002420654633998,33.0698730540601,38.63823981116826,24.2291448698445,31.949999915339504,36.6800007846393
24.115007951196297,33.0931300212859,38.70564248334228,24.2291448698445,32.05999858127777,37.230000630475494
24.0856033818525,33.2410559883616,39.46662003901092,24.2291448698445,32.10000074514613,37.2999989041638
24.122623641845998,33.43177243201285,39.88154625970794,24.2291448698445,32.2099991106844,37.529999720568
24.111270878613,33.42743615815721,40.13152581945234,24.2291448698445,32.23999795488577,36.540001209262805
24.18097620412275,33.244684820240806,39.746433270570066,24.02191422478425,32.250000373352805,36.569999604272105
24.012200690276998,32.9546936898943,39.7513646712072,24.02191422478425,31.8800007096697,36.700000723978796
23.97533314019085,32.8961337158437,39.7063867606926,23.92174526293815,31.709999548928863,37.200002235466194
23.864813203753798,32.746818398814256,40.105135589123876,23.821410776367298,32.23999795488577,37.750002081302405
23.790904326891,32.991862180657,40.70398857974671,23.821410776367298,31.8800007096697,37.17999926812681
23.787303557365497,32.757511136458305,40.45338464642292,23.821410776367298,31.40999999211553,37.70999796342354
23.713665927471,32.5207328603404,40.5450034449972,23.7210027987603,31.2100005879733,37.7399975696328
23.661401471360698,32.44035573621607,40.5117136140966,23.6709275406225,30.925000002660674,37.6299963892656
23.58931977387885,32.088020192744956,40.2826272536622,23.620851699992997,30.639999717748033,37.5200012648982
23.555117899975798,31.862496402252404,40.0720238046174,23.620851699992997,30.37999962120316,37.129998511378076
23.52298581324675,31.6509727532938,39.784648446108,23.620851699992997,30.139999855592503,37.1399993894478
23.5246289252505,31.454763495825404,39.349240228487396,23.3131770599223,29.889999473914752,37.2199991468058
23.3450020764435,31.149869521975003,39.5752743650226,23.3131770599223,29.77999870517656,37.05000117642
23.3116447184235,31.036543625747505,39.6147231477198,23.3131770599223,29.630000278569852,36.6699993009696
23.35229516377335,30.845019106123154,38.997047504118605,23.3131770599223,29.3900002125592,36.1599993338124
23.30850266111175,30.503649063487003,38.61927787019448,23.3131770599223,29.32999982055655,35.66000145592488
