RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_Forecast,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value_Forecast,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_True,RM_ANSTEUERUNG_DSP_VENTIL_POINT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_KK_CIRCUIT__24A1_AUSSENTEMPERATUR_EQUIP_ID_Value_True
22.7740386638421,0.7823419,30.025376231408202,37.13384286005112,6.624592105261549,22.7272909866225,0.0,31.03999912683247,36.6499963336302,5.5420971524170675
22.7748533755665,0.71485974,30.155048993891533,37.32267498981492,6.655177420330599,22.7272909866225,0.0,31.129999865036442,36.46999809077466,5.454965799056481
22.7963745022425,0.6923587999999999,30.2303091045862,37.2597325614936,6.747111279922439,22.7272909866225,0.0,31.11999864816937,36.6899992403091,5.443877181592079
22.800530871767847,0.6809810000000001,30.35559843041545,37.2562321936092,6.892288235674098,22.0956131049828,99.49818,31.139999880303552,36.4400015125653,5.508262092208398
21.6157255704627,99.01564,28.616912427094483,32.166106224111125,9.135859555937799,21.9937700619909,100.0,30.8599985516245,36.569999604272105,5.539872927069599
21.9334963450056,94.79072,30.62946709329865,35.654105334519606,7.5846057124173,22.1968569581793,100.0,31.359998714180023,37.1100009944385,5.597163132172849
21.95263478938275,92.97185,30.66331676497183,35.7811995743223,7.742049894547222,22.4014528961985,97.348785,31.45499961021754,37.204998435301206,5.901881413698547
22.0737238435524,90.51082000000001,30.5868238127182,35.5817512769091,7.648160749956858,22.6060488342177,94.69757,31.55000020585507,37.2999989041638,6.206600877379628
22.1852436269925,90.518093,30.590813124585402,35.4724313965194,7.613160675621199,22.6060488342177,94.69757,31.859998876735542,37.6299963892656,6.35022388988428
22.2566749724913,91.37989,30.80495986625668,35.7927937859394,7.504307808230799,22.7107371550002,89.46313,31.939999599672404,36.6699993009696,6.851344284087798
22.4741433945888,84.800124,30.831187188583602,35.86760779066866,7.080058249767159,22.919278891795198,81.505346,31.754999767830853,36.94499982948768,7.352491867865059
22.616311755479998,76.64949,30.789322244377242,35.9905161234096,6.494518957722459,23.127821016918,73.547554,31.5699999359893,37.2199991468058,7.853640633797699
22.763454983817,67.167175,30.888001838692304,36.24945492925812,5.877186187810349,23.0290488701685,73.547554,31.739999895130182,39.4100000744808,8.055994898813818
22.7219314804908,69.732845,31.051461489250904,36.5357620094028,5.944232721264736,23.13498304361535,68.25085,32.3899987846924,39.360001740132,8.014249445879877
22.90401867715665,60.32879,32.07500145797833,38.4438561463878,5.5617428015996,23.237510028945,68.25085,33.0100003320532,39.9299984973078,7.9275371666015
22.9528251712899,60.99106,32.34307149985456,38.9378501060736,5.506103476484519,23.237510028945,63.124466,33.3599993644021,38.9099985629934,8.024246342850848
23.051485479632998,53.66401,32.840760985687005,39.555763750466944,5.865894830698277,23.337900046391248,58.10499,33.200000321728304,38.9499984416724,8.109742775320896
23.1120325793895,49.883083,32.8213881903319,39.2333314203153,6.330416876492379,23.337900046391248,58.10499,32.969996065384905,38.369997172827006,8.354651087550877
23.1127517624751,51.467439999999996,32.498513775080056,38.538096587275504,6.701661543105271,23.337900046391248,58.10499,32.9100001793821,37.210000691135996,8.461564037962699
23.118738029676,52.479494,32.0781475470736,37.617660317673,6.847019368630068,23.4908075155095,47.884703,32.58500043420101,37.25500100884986,8.235632274970168
23.2760014688088,33.496773000000005,32.3698689813625,37.987366993463404,6.830887085236899,23.64371498462775,37.664413,32.260000689019904,37.2999989041638,8.009701103055331
23.34770648832465,20.411739,32.15421933854125,37.703473834839,6.831545545783559,23.372435493874498,53.8033,32.14999931948173,37.17999926812681,7.93174741298737
