Forecast_0,Forecast_1,Forecast_2,Forecast_3,Forecast_4,Forecast_5,Forecast_6,Forecast_7,Forecast_8,Forecast_9,Forecast_10,Forecast_11,Forecast_12,Forecast_13,True_0,True_1,True_2,True_3,True_4,True_5,True_6,True_7,True_8,True_9,True_10,True_11,True_12,True_13
0.11376514,0.7186091,-0.0044697262,0.04695183,0.6369508,0.7723365,0.30501732,0.18593724,0.48728946,0.3243429,0.7043512,0.7910006,0.94231236,0.08885497,0.0,0.70090795,0.0,0.13573544,0.6310097,0.7359671,0.3070866,0.23486842,0.48094377,0.29739603,0.625166,0.7136805,1.0,0.13333334
0.07070875,0.672696,-0.0064427443,0.028814048,0.60571766,0.767416,0.29837126,0.18730271,0.48275098,0.30528688,0.7162708,0.7991967,0.9665102,0.040317796,0.0,0.70090795,0.0,0.00049358344,0.6434294,0.73831415,0.27755904,0.0756579,0.46370238,0.29538622,0.6675149,0.7363613,1.0,0.13333334
0.016221642,0.6469849,-0.01436894,-0.010126978,0.56870615,0.73374915,0.28536755,0.037854984,0.4538825,0.2971149,0.7193643,0.77660763,0.95924515,0.018866751,0.0,0.68724394,0.0,0.0,0.6286057,0.72716606,0.27755904,0.07017544,0.46460983,0.29398075,0.6762629,0.7592091,1.0,0.0
0.025788665,0.6491803,-0.0106552355,-0.0068623573,0.5783615,0.74815035,0.2865341,0.059782185,0.45793703,0.29760563,0.7239595,0.7904904,0.9701524,0.015188821,0.0,0.68724394,0.0,0.0,0.6153846,0.73068655,0.27755904,0.07017544,0.4591652,0.2911841,0.6883443,0.77036136,1.0,0.0
0.01880008,0.636655,-0.010708611,-0.0061593354,0.57148755,0.7456678,0.28553504,0.0547276,0.45655668,0.296324,0.72460485,0.78918505,0.97518015,0.013111234,0.0,0.673779,0.0,0.0,0.60216343,0.7365539,0.27755904,0.07017544,0.46370238,0.28963608,0.70176643,0.7840443,1.0,0.0
0.016389519,0.6327262,-0.010104816,-0.003748864,0.5763306,0.75121737,0.28511778,0.05482246,0.4560852,0.29533666,0.7287208,0.79499185,0.97904,0.011463001,0.0,0.66710067,0.0,0.0,0.5897436,0.7437903,0.27755904,0.072916664,0.46143377,0.28526434,0.70598185,0.794114,1.0,0.0
0.017447889,0.6256564,-0.009814654,-0.00522916,0.5720403,0.75495684,0.284694,0.062780626,0.45703286,0.29599285,0.7301863,0.8004578,0.982652,0.011065736,0.0,0.6604221,0.0,0.0,0.5773237,0.75102675,0.27755904,0.0756579,0.4591652,0.2808926,0.7101973,0.8041836,1.0,0.0
0.015844986,0.6175897,-0.009498838,-0.0052454323,0.5690438,0.75753236,0.28456953,0.065168336,0.45760566,0.29575813,0.73216033,0.803665,0.9849503,0.010661986,0.0,0.6604221,0.0,0.0,0.56490386,0.7531782,0.27755904,0.078947365,0.4591652,0.27304566,0.710171,0.8087327,1.0,0.0
0.015660152,0.610729,-0.009202499,-0.005981222,0.56447864,0.75903773,0.284772,0.067719124,0.45851046,0.2961367,0.7330729,0.80562466,0.98585904,0.010506831,0.0,0.6273775,0.0,0.0,0.55989575,0.74691963,0.27755904,0.12719297,0.46460983,0.2707903,0.6848089,0.78828216,1.0,0.0
0.01788631,0.6011103,-0.007360656,-0.0064308345,0.55400443,0.76312745,0.28623754,0.09441023,0.46367913,0.29453915,0.734118,0.81079376,0.9923326,0.011394579,0.0,0.5943327,0.0,0.0,0.5548878,0.7406611,0.27755904,0.17543858,0.47005448,0.26853493,0.6594468,0.7678316,1.0,0.0
0.018401608,0.58894575,-0.0033808239,-0.0049428046,0.5448817,0.76525974,0.287507,0.12610254,0.46830106,0.28921267,0.7343616,0.8148843,1.0004443,0.011287533,0.0,0.5810721,0.0,0.0,0.5448718,0.74242127,0.27755904,0.13157894,0.47005448,0.26808718,0.6427141,0.7563602,1.0,0.0
0.014748424,0.5763581,-0.0060002916,-0.009469941,0.531021,0.75282055,0.28621754,0.081379764,0.4627247,0.29619762,0.72853565,0.80145454,0.98803854,0.011361226,0.0,0.5810721,0.0,0.0,0.54246795,0.73009974,0.27755904,0.14144737,0.46914703,0.2664,0.65975386,0.7724491,1.0,0.0
0.015849277,0.5721611,-0.0047002025,-0.010239422,0.5248053,0.7520206,0.2864986,0.09748385,0.46503723,0.29424772,0.72724783,0.8014756,0.99258703,0.01245733,0.0,0.567642,0.0,0.0,0.53565705,0.7334246,0.27755904,0.16666667,0.47368422,0.2645844,0.64243126,0.7448613,1.0,0.0
0.016461685,0.56271964,-0.0026827566,-0.011070788,0.51212436,0.7463803,0.2872165,0.11237292,0.46761253,0.2922517,0.72298634,0.7968329,0.9957833,0.012503158,0.0,0.567642,0.0,0.0,0.52483976,0.7289263,0.27755904,0.17127192,0.47459167,0.25998104,0.65072936,0.75642395,1.0,0.0
0.015847474,0.55468947,-0.002354633,-0.012534782,0.50536454,0.74307483,0.28694242,0.112948895,0.4678002,0.2919075,0.7208289,0.79396236,0.9961341,0.012719817,0.0,0.567642,0.0,0.0,0.5224359,0.72208095,0.27755904,0.16885965,0.4727768,0.25611869,0.6507067,0.7679076,1.0,0.0
0.015040681,0.5513116,-0.0032967664,-0.014333323,0.49879497,0.737755,0.28678903,0.101362586,0.46667525,0.29451895,0.71781516,0.78828245,0.99132717,0.013159744,0.0,0.55440664,0.0,0.0,0.51602566,0.72227657,0.27755904,0.19013157,0.47368422,0.25372082,0.6329735,0.7565482,1.0,0.0
0.015829414,0.54583955,-0.0013834052,-0.014276743,0.49292105,0.73578537,0.2870908,0.120710716,0.46899793,0.29102367,0.7157186,0.78761697,0.9966101,0.013098687,0.0,0.55440664,0.0,0.0,0.50921476,0.71953845,0.27755904,0.20175438,0.48003632,0.24765931,0.6415194,0.75691706,1.0,0.0
0.01588142,0.54079396,-0.00025404617,-0.014034674,0.4911942,0.73673224,0.28725904,0.13446227,0.47075602,0.28782195,0.71579313,0.78932846,1.0005342,0.012798894,0.0,0.55440664,0.0,0.0,0.50320506,0.7168003,0.27755904,0.2105263,0.4909256,0.24654801,0.64125174,0.7615127,1.0,0.0
0.016184598,0.5378301,-5.731359e-05,-0.014074817,0.49061042,0.7365459,0.28731963,0.13971014,0.471584,0.28651586,0.7151955,0.78923106,1.0012953,0.012799934,0.0,0.5406356,0.0,0.0,0.49759614,0.70917267,0.27755904,0.2866228,0.5,0.24602868,0.6411717,0.7449799,1.0,0.0
0.030146047,0.53226733,0.00037154183,-0.014372528,0.49266797,0.73347235,0.2867908,0.2295065,0.47994047,0.27541077,0.7004739,0.7899573,1.0219188,0.009667255,0.0,0.5406356,0.0,0.0,0.49158657,0.7076081,0.27755904,0.28947368,0.5009075,0.24597783,0.65028197,0.75642425,1.0,0.0
0.026241958,0.52739435,0.0005343817,-0.0140193105,0.4936087,0.7349501,0.28671908,0.21542463,0.478872,0.27465972,0.7041445,0.7906201,1.0195847,0.010242734,0.0,0.53382754,0.0,0.0,0.48697913,0.71083516,0.27755904,0.2879386,0.5,0.24899319,0.6541165,0.76220965,1.0,0.0
0.025234953,0.52585083,0.00054901466,-0.014119819,0.4929218,0.7342446,0.286652,0.2107011,0.47852412,0.27445695,0.7044617,0.78960377,1.0181382,0.010588121,0.0,0.52701974,0.0,0.0,0.4823718,0.7140622,0.27755904,0.2864035,0.49909258,0.25200853,0.6579511,0.7679952,1.0,0.0
0.024688125,0.52364296,0.0006404631,-0.01436837,0.4921556,0.7337204,0.28653124,0.20902601,0.47839555,0.27395684,0.7044108,0.78897905,1.0180657,0.010611057,0.0,0.52701974,0.0,0.0,0.47836542,0.716018,0.27755904,0.28947368,0.4927405,0.24670364,0.645959,0.77249956,1.0,0.0
0.024249494,0.5211264,0.0008279048,-0.014624134,0.4908922,0.73323405,0.28663567,0.20719445,0.47846657,0.2738226,0.704286,0.78830075,1.0179738,0.010330763,0.0,0.52701974,0.0,0.0,0.47395825,0.74222577,0.27755904,0.2719298,0.5136116,0.24560702,0.7107009,0.77933973,1.0,0.0
0.020371005,0.51907367,0.0010054372,-0.011879191,0.50291985,0.7490291,0.2882341,0.19231352,0.47943595,0.27430487,0.71762395,0.80149484,1.0178525,0.010753233,0.0,0.52701974,0.0,0.0,0.4707532,0.76295716,0.27755904,0.21929823,0.5127042,0.24438664,0.735894,0.82461774,1.0,0.0
0.015895426,0.5122166,4.6610832e-05,-0.011367843,0.50789243,0.7590219,0.2881029,0.13231915,0.47473577,0.28569785,0.72823334,0.80762434,1.0034944,0.012651097,0.0,0.51338387,0.0,0.0,0.46875,0.7831019,0.27755904,0.21929823,0.4972777,0.24687725,0.73922867,0.84744585,1.0,0.0
0.016268179,0.50662804,0.0004245937,-0.009858742,0.51460004,0.7682706,0.28913456,0.13383727,0.47678307,0.28602022,0.73370045,0.815591,1.0037822,0.012426268,0.0,0.51338387,0.0,0.0,0.46955132,0.78584003,0.27755904,0.2105263,0.50725955,0.24914186,0.7274593,0.8497568,1.0,0.0
0.016111344,0.49928233,-0.00010954961,-0.010215908,0.5176257,0.7731155,0.28924283,0.12364056,0.47657064,0.28839558,0.73665017,0.8195653,0.9996507,0.011472058,0.0,0.51338387,0.0,0.0,0.47315705,0.7731273,0.27755904,0.30701753,0.52450097,0.2457237,0.69311297,0.7888563,1.0,0.0
0.02218546,0.50711286,0.0004872121,-0.0077340007,0.5198044,0.7684119,0.2909314,0.20819767,0.48543644,0.27301246,0.72704834,0.8182556,1.0191054,0.010189638,0.0,0.51338387,0.0,0.0,0.47596157,0.76334834,0.27755904,0.3245614,0.5190563,0.24872921,0.69317055,0.8001901,1.0,0.0
0.021560043,0.5005211,0.00060071424,-0.007449612,0.51662904,0.76515466,0.2902593,0.20857327,0.48509842,0.2712593,0.72495174,0.81511474,1.0187731,0.009954743,0.0,0.51338387,0.0,0.0,0.47435892,0.7610014,0.27755904,0.33333334,0.51996374,0.2563951,0.6931719,0.8046249,1.0,0.0
0.022777677,0.49971905,0.00086160377,-0.008258969,0.51319087,0.7618371,0.2902829,0.21588741,0.48580608,0.2700485,0.7218864,0.81205523,1.0197048,0.009595644,0.0,0.51338387,0.0,0.0,0.47235572,0.75356936,0.27755904,0.3335526,0.4972777,0.26459825,0.67583156,0.8068801,1.0,0.0
0.024273396,0.50123286,0.001208175,-0.010092422,0.50685775,0.7556149,0.2899757,0.22177091,0.48570096,0.2693665,0.7170315,0.8065772,1.0213845,0.009092085,0.0,0.49992967,0.0,0.0,0.47115386,0.7437903,0.27755904,0.2982456,0.4882033,0.26741064,0.65845525,0.7888048,1.0,0.0
0.021705255,0.49850702,0.0029289685,-0.010310233,0.498888,0.75084376,0.28968146,0.20111486,0.48327595,0.2719875,0.71681476,0.8014561,1.0189482,0.0089843795,0.0,0.49992967,0.0,0.0,0.46955132,0.73362017,0.27755904,0.25438598,0.4882033,0.26954275,0.65516627,0.7821148,1.0,0.0
0.018553928,0.4962781,0.003430441,-0.011444584,0.4864339,0.7408215,0.28887177,0.16798297,0.47912857,0.2776972,0.7135756,0.79091305,1.010488,0.010153778,0.0,0.49992967,0.0,0.0,0.46434295,0.7283395,0.27755904,0.2605263,0.48729587,0.2730725,0.64983904,0.77534145,1.0,0.0
0.02148366,0.49609298,0.0038796216,-0.013356656,0.48085678,0.7341119,0.28862587,0.18677306,0.48025194,0.27520722,0.7066227,0.785711,1.0152385,0.008633625,0.0,0.49992967,0.0,0.0,0.46314096,0.72149426,0.27755904,0.25416666,0.48457354,0.27571145,0.6498343,0.77534145,1.0,0.0
0.021973923,0.49463207,0.004105095,-0.0144292265,0.47427046,0.7272397,0.28810078,0.1853412,0.4793376,0.27588338,0.7017445,0.7795027,1.0144238,0.008338079,0.0,0.49992967,0.0,0.0,0.45873392,0.7140622,0.27755904,0.29802632,0.5063521,0.27645782,0.63258916,0.7549177,1.0,0.0
0.035215557,0.4851498,0.005260162,-0.015286967,0.46202624,0.71158427,0.28677785,0.2526443,0.48401523,0.27016723,0.6801787,0.7679331,1.0243392,0.0051679835,0.0,0.49992967,0.0,0.0,0.4551282,0.7103462,0.27755904,0.33311403,0.5027223,0.27500913,0.64117944,0.7570132,1.0,0.0
0.048250556,0.48195422,0.00513516,-0.013390362,0.4497797,0.6928698,0.28520823,0.3011874,0.48669314,0.26988065,0.6576252,0.75207424,1.0257642,0.0052582547,0.0,0.49992967,0.0,0.0,0.4511218,0.7079992,0.27755904,0.33201754,0.5117968,0.2772146,0.6498085,0.7661472,1.0,0.0
0.053502917,0.48039293,0.0064638965,-0.010705024,0.44509277,0.6872488,0.2860924,0.31309277,0.48930117,0.2711155,0.64996773,0.74526334,1.0224793,0.00617899,0.0,0.49992967,0.0,0.0,0.4443109,0.7109329,0.27755904,0.30701753,0.49818516,0.28037712,0.65815866,0.7772996,1.0,0.0
0.05513443,0.48206455,0.007470209,-0.01049073,0.44051367,0.6824659,0.28621295,0.31083462,0.48932648,0.2728169,0.64586943,0.7402217,1.0195975,0.0072379224,0.0,0.4869175,0.0,0.0,0.4423077,0.713671,0.27755904,0.28947368,0.4927405,0.28075597,0.6580697,0.7728697,1.0,0.0
0.067420036,0.4804319,0.010327365,-0.0057174265,0.43208703,0.67251843,0.28761396,0.334881,0.4941433,0.27760205,0.6302566,0.7279712,1.0120344,0.009080723,0.0,0.4869175,0.0,0.0,0.43990386,0.71777827,0.27755904,0.28947368,0.49909258,0.2749038,0.6666903,0.7816857,1.0,0.0
0.09136187,0.4750591,0.0140792355,0.0058463365,0.42278242,0.66322076,0.28997073,0.3878098,0.50367576,0.28553873,0.6061951,0.7149008,0.9962576,0.01368786,0.0,0.4869175,0.0,0.0,0.43830132,0.7240368,0.27755904,0.2850877,0.49364793,0.271724,0.6649755,0.7886296,1.0,0.0
0.10566885,0.47285128,0.015591372,0.014449127,0.4179626,0.6583884,0.2916112,0.4168667,0.5090791,0.29204315,0.5921125,0.70742023,0.9883302,0.016928062,0.17647052,0.4869175,0.0,0.40078974,0.3265224,0.63856834,0.47637793,0.72807014,0.646098,0.26794028,0.5371131,0.58389556,1.0,0.0
0.16114554,0.39233857,0.10607944,0.47706747,0.4690537,0.6868166,0.42365193,0.7568374,0.6453701,0.2956854,0.58079803,0.6425153,0.9593337,0.01063364,0.17647052,0.4869175,0.0,0.50740373,0.40985572,0.66223353,0.43503934,0.8245614,0.6705989,0.2664779,0.56261533,0.6182282,1.0,0.0
0.16841482,0.41807488,0.07924431,0.5259829,0.5025772,0.6913673,0.4271868,0.79187834,0.6458322,0.30425268,0.5829487,0.6530079,0.9611873,0.018420227,0.17647052,0.4869175,0.0,0.5078974,0.45152247,0.6823783,0.44488186,0.8510965,0.66152453,0.26635882,0.5794876,0.64110774,1.0,0.0
0.17176518,0.4361232,0.063179456,0.53142405,0.51739264,0.6976943,0.42814946,0.79515517,0.646685,0.30668902,0.587544,0.6592536,0.9621204,0.02161244,0.17647052,0.526484,0.0,0.53899306,0.4727564,0.6841385,0.42322832,0.8423245,0.6578948,0.26861405,0.5794876,0.6525533,1.0,0.0
0.17391783,0.4523017,0.05895246,0.542071,0.5280583,0.7008369,0.4294384,0.7982299,0.6463389,0.30762568,0.59034073,0.6635804,0.96376616,0.024254628,0.17647052,0.526484,0.0,0.5503455,0.49879813,0.68140036,0.42322832,0.8861842,0.6442832,0.27354267,0.5793922,0.659424,1.0,0.0
0.17511533,0.45337617,0.06336942,0.564923,0.533684,0.7007614,0.43306226,0.81341237,0.64855754,0.3067941,0.59026855,0.6646681,0.9655697,0.02530279,0.17647052,0.526484,0.0,0.567621,0.50440705,0.6862899,0.4114173,0.8333333,0.631579,0.27407202,0.5811211,0.663941,1.0,0.0
0.1752809,0.45876563,0.0629315,0.55145735,0.53389406,0.70037585,0.42842698,0.7962801,0.642898,0.31077746,0.59051186,0.6664476,0.9630238,0.026878737,0.17647052,0.526484,0.0,0.50937814,0.51802886,0.70193624,0.42125982,0.8245614,0.64700544,0.27174935,0.5964649,0.66626245,1.0,0.0
0.17541924,0.47461963,0.056538258,0.52648413,0.5400245,0.7052784,0.42502016,0.78082633,0.64017105,0.30910215,0.5946487,0.67128986,0.9624835,0.027442988,0.17647052,0.526484,0.0,0.50937814,0.5360577,0.7070213,0.41929132,0.8221491,0.6451906,0.27269286,0.5998372,0.6776865,1.0,0.0
0.17572126,0.47885317,0.05729702,0.51960635,0.54176307,0.70670277,0.42396802,0.77500105,0.63897157,0.30883527,0.5959836,0.67298657,0.9626379,0.027474139,0.17647052,0.526484,0.0,0.50937814,0.54567313,0.7101506,0.4114173,0.81578946,0.6306715,0.2773469,0.6015094,0.6845805,1.0,0.0
0.175408,0.48138824,0.05705122,0.51286614,0.5431881,0.70744014,0.4222684,0.7710563,0.6373718,0.30821982,0.5966127,0.67448765,0.96260464,0.027613346,0.17647052,0.526484,0.0,0.5034551,0.5508814,0.69822025,0.38779524,0.8245614,0.59346646,0.28184026,0.5877733,0.6845805,1.0,0.0
0.17530274,0.4827691,0.0568549,0.50439966,0.5416025,0.7055848,0.41871732,0.7641716,0.6334114,0.3097233,0.5951992,0.6747073,0.9628787,0.027902886,0.17647052,0.526484,0.0,0.50937814,0.54927886,0.6884413,0.38976377,0.78947365,0.6016334,0.28163543,0.59119916,0.6845805,1.0,0.0
0.17550807,0.48520136,0.056843404,0.49522355,0.54054224,0.7047625,0.41575506,0.75549406,0.6300664,0.3114516,0.5947346,0.67524064,0.9636142,0.028113049,0.17647052,0.526484,0.0,0.50937814,0.5408653,0.6997849,0.4094488,0.78947365,0.6361162,0.2816185,0.59633285,0.68007195,1.0,0.0
0.17607248,0.48819348,0.059302196,0.49754798,0.54310966,0.706201,0.4167727,0.7575607,0.63083607,0.3102433,0.59608525,0.67664474,0.9644451,0.027900398,0.17647052,0.53977156,0.0,0.5153011,0.54046464,0.70193624,0.37992126,0.8070175,0.61796737,0.28453425,0.5879398,0.677622,1.0,0.0
0.17599753,0.4871892,0.060804512,0.4997809,0.5428051,0.70466065,0.41573682,0.75863326,0.6292736,0.3109994,0.5949075,0.6765976,0.9643178,0.028318144,0.17647052,0.53977156,0.0,0.45607108,0.5508814,0.6966556,0.4114173,0.8109649,0.6361162,0.28625938,0.5896483,0.679998,1.0,0.0
0.17551197,0.4964196,0.053821325,0.48020002,0.54685795,0.70781696,0.41273525,0.7478602,0.6272932,0.30952144,0.5972464,0.6795573,0.9647467,0.028809741,0.17647052,0.5266895,0.0,0.5567621,0.5380609,0.70232743,0.43307084,0.8421052,0.62794924,0.28716844,0.59633625,0.6777102,1.0,0.0
0.1763206,0.47670868,0.08050232,0.53295743,0.5428249,0.702832,0.42159736,0.78266984,0.63376033,0.30749756,0.59354955,0.6752433,0.9640914,0.026819665,0.17647052,0.51327634,0.0,0.5557749,0.5284455,0.6991981,0.4114173,0.78947365,0.60435575,0.28781036,0.5927469,0.6777102,1.0,0.0
0.17565317,0.48167884,0.067947626,0.5068364,0.5425459,0.70228803,0.4145423,0.7613051,0.6270149,0.31206447,0.593179,0.6767576,0.9645477,0.02884809,0.17647052,0.51327634,0.0,0.5567621,0.5388622,0.69822025,0.42125982,0.78925437,0.6424683,0.29003206,0.5962268,0.68001395,1.0,0.0
0.17597523,0.4844669,0.068574995,0.5068665,0.54417944,0.7035314,0.41533062,0.7627616,0.6278575,0.31088778,0.5942515,0.6776557,0.9651419,0.028574087,0.17647052,0.51327634,0.0,0.5547878,0.53285253,0.702523,0.42519683,0.8070175,0.62522686,0.2936349,0.59449756,0.67539686,1.0,0.0
0.17567569,0.4808857,0.07349516,0.5134624,0.54370165,0.70230603,0.41537982,0.7664073,0.6274964,0.31099904,0.59327686,0.67724735,0.9650382,0.028680947,0.17647052,0.51327634,0.0,0.547384,0.5440705,0.70232743,0.4114173,0.81578946,0.61796737,0.29532433,0.5876557,0.6801354,1.0,0.0
0.17506683,0.48281312,0.06634385,0.50689745,0.5445374,0.702891,0.41439414,0.76385075,0.627112,0.31120497,0.5936085,0.67770344,0.9650038,0.029279355,0.17647052,0.51327634,0.0,0.5508391,0.5436698,0.6954821,0.3996063,0.8070175,0.631579,0.2909939,0.5961163,0.68236214,1.0,0.0
0.17537154,0.48614126,0.06482165,0.50006354,0.54429,0.7017949,0.41183573,0.7559422,0.6239958,0.31276757,0.59294945,0.6779643,0.96559167,0.029574275,0.17647052,0.526484,0.0,0.51332676,0.55689096,0.708586,0.3641732,0.7370614,0.5980036,0.29024458,0.5961658,0.6869272,1.0,0.0
0.17678958,0.5114421,0.045929115,0.44451714,0.5412914,0.69292665,0.3919315,0.7007855,0.6008679,0.32335204,0.5865307,0.6791724,0.96166277,0.033790063,0.17647052,0.56666565,0.0,0.34501484,0.56490386,0.71836495,0.3641732,0.72609645,0.623412,0.298495,0.6049009,0.68924165,1.0,0.0
0.17865793,0.5339321,0.030139389,0.3749823,0.53869945,0.6936209,0.37722385,0.65663743,0.5880372,0.32461584,0.5865466,0.6823717,0.9564572,0.03902548,0.17647052,0.59353995,0.0,0.3430405,0.5773237,0.7666732,0.38582677,0.6842105,0.6814883,0.30310622,0.6490837,0.6983428,1.0,0.0
0.17909919,0.5407479,0.035468757,0.37029886,0.55730486,0.7082818,0.38083154,0.64410245,0.59223926,0.32174447,0.59969145,0.6928366,0.96180725,0.038574547,0.17647052,0.63429546,0.0,0.34945706,0.6189903,0.77645224,0.39173228,0.5438596,0.6297641,0.30763912,0.6576239,0.7098925,1.0,0.0
0.17015481,0.55305314,0.022517014,0.31063813,0.6143082,0.7543428,0.37323487,0.55695117,0.58882564,0.32286018,0.6417463,0.727463,0.95326173,0.041301347,0.17647052,0.64767337,0.0,0.23963475,0.6378205,0.7703892,0.35039368,0.42982453,0.57622504,0.31577045,0.65349567,0.72133464,1.0,0.0
0.16558434,0.5963155,-0.00063851476,0.20512824,0.6537944,0.78174275,0.34395856,0.41120917,0.5544343,0.32596403,0.6715525,0.7623668,0.93341935,0.045679785,0.17647052,0.6610513,0.0,0.12981245,0.65665066,0.7643262,0.3090551,0.31578946,0.52268606,0.32390174,0.64936745,0.7327769,1.0,0.45
0.15334001,0.686306,-0.018524062,0.060594358,0.61571157,0.7739224,0.3088676,0.31215557,0.5117547,0.33669412,0.6775958,0.78737897,0.9370286,0.3789656,0.17647052,0.7001941,0.0,0.13129319,0.6991185,0.74398595,0.29921257,0.3245614,0.5063521,0.33237535,0.6320586,0.73513633,1.0,0.45
0.17826368,0.7149521,-0.01697201,0.08079837,0.6392099,0.78569347,0.314779,0.33932695,0.52034646,0.34023863,0.67923397,0.7914083,0.932547,0.51594365,0.17647052,0.7133708,0.0,0.12981245,0.67908645,0.7410522,0.30118108,0.2850877,0.5,0.34301186,0.6285483,0.730474,1.0,0.45
0.1840931,0.72719955,-0.018801887,0.088985346,0.6697377,0.8008723,0.3180447,0.30215895,0.5204785,0.34531438,0.6917466,0.7984555,0.9187511,0.5347031,0.17647052,0.72664833,0.0,0.12981245,0.65865386,0.73362017,0.30314958,0.24539474,0.49455538,0.35778737,0.6234555,0.7213679,1.0,0.9
0.17641422,0.73731583,-0.012122612,0.06524843,0.6157229,0.7702856,0.3071194,0.3239482,0.5113864,0.34336138,0.669185,0.78474593,0.9247873,0.7403845,0.17647052,0.74008274,0.0,0.13622904,0.6530448,0.7261882,0.31889763,0.24539474,0.5045372,0.37475106,0.62349397,0.7213679,1.0,0.9
0.18664171,0.74572515,-0.010852266,0.07853921,0.6353167,0.7797847,0.31396195,0.31895766,0.5183848,0.3443206,0.6747341,0.7857237,0.91652817,0.7755453,0.17647052,0.7533183,0.0,0.21915105,0.5733173,0.72266775,0.33464566,0.20175438,0.4791289,0.39167726,0.6064218,0.67587346,1.0,0.9
0.19525197,0.7489996,-0.007312391,0.0903818,0.62605846,0.7688336,0.31763795,0.32388002,0.52092296,0.35084027,0.66435874,0.77339256,0.9058941,0.7904599,0.17647052,0.76651525,0.0,0.21322803,0.6153846,0.72227657,0.31889763,0.15789473,0.47640654,0.39018977,0.62333757,0.6875216,1.0,0.9
0.19260186,0.76108605,-0.007878635,0.06963065,0.60021055,0.752656,0.30900082,0.3152245,0.51007205,0.35820234,0.6519815,0.766821,0.90179884,0.8090927,0.17647052,0.76651525,0.0,0.13573544,0.6041666,0.75474286,0.3090551,0.08771929,0.46914703,0.40014318,0.6490837,0.6966142,0.95377624,0.6166667
0.19663887,0.77867746,-0.007632952,0.050495297,0.65377676,0.7778839,0.3023249,0.1997158,0.49204752,0.37651753,0.6758611,0.7873298,0.8631821,0.70655346,0.17647052,0.76651525,0.0,0.13573544,0.62900627,0.77606106,0.3169291,0.08070175,0.44918332,0.41710138,0.6387677,0.69896954,0.12256181,0.6166667
0.22311406,0.78958666,-0.004028205,0.09423627,0.614854,0.69395053,0.28769863,0.00046817958,0.45430052,0.45653805,0.58392537,0.73088074,0.10589993,0.78454226,0.17647052,0.76651525,0.0,0.13030602,0.6582531,0.69313514,0.28937006,0.010307017,0.4709619,0.42457378,0.590391,0.6877321,0.2390409,0.6166667
0.1957325,0.7985991,-0.0061097853,0.060752966,0.6065438,0.7181881,0.28583148,0.07809633,0.45784894,0.42324144,0.61809367,0.7458869,0.43682134,0.6364847,0.17647052,0.76651525,0.0,0.13622904,0.6786859,0.71269315,0.28740156,0.043859646,0.4664247,0.41317543,0.6076033,0.72243094,0.42106605,0.6166667
0.18833631,0.8050115,-0.010208409,0.053418703,0.6145727,0.7239859,0.28537437,0.0700963,0.45664304,0.41966808,0.62372595,0.75163186,0.41696876,0.59990174,0.17647052,0.76651525,0.0,0.13672261,0.6073718,0.73518485,0.3090551,0.09758772,0.4709619,0.40776,0.6247172,0.72933036,0.48162216,0.11666667
0.19602907,0.80150825,-0.008775439,0.07368951,0.6312921,0.7315101,0.29176256,0.083207935,0.46259454,0.41387925,0.6273148,0.7546584,0.4382926,0.44969746,0.17647052,0.76651525,0.0,0.13622904,0.61057687,0.73831415,0.3110236,0.10526315,0.46551725,0.40911466,0.6265466,0.7224891,0.42796332,0.11666667
0.18987876,0.77273524,-0.012889195,0.07119719,0.60746926,0.7067787,0.2900978,0.048244044,0.45712012,0.42498043,0.6039746,0.73652095,0.28630078,0.35136858,0.17647052,0.76651525,0.0,0.1342547,0.6474359,0.73831415,0.3070866,0.078947365,0.45462796,0.40962672,0.63244015,0.7293308,0.15213093,0.11666667
0.18465601,0.7570448,-0.0164094,0.07713245,0.6057044,0.69193107,0.29011625,0.023558557,0.45462796,0.4385355,0.5905716,0.7244755,0.18280107,0.29972214,0.17647052,0.7800276,0.0,0.13277395,0.6490383,0.7394876,0.3149606,0.010526315,0.45462796,0.41006482,0.63119423,0.72481316,0.14631109,0.11666667
0.18032257,0.75810987,-0.015785936,0.05080986,0.5984012,0.6984372,0.2880151,0.026742354,0.45276773,0.42835227,0.5999842,0.7321508,0.2226899,0.23369631,0.17647052,0.7800276,0.0,0.13622904,0.66746795,0.7338158,0.30314958,0.00877193,0.45009077,0.41080558,0.61392206,0.72481316,0.115957946,0.1
0.18222997,0.7598125,-0.017485637,0.051903136,0.6006609,0.6942529,0.28825435,0.022852734,0.4524321,0.43452403,0.59546506,0.7283586,0.19780135,0.24063969,0.17647052,0.7800276,0.0,0.13178678,0.6718749,0.7191473,0.29921257,0.00745614,0.4482759,0.41608217,0.6070784,0.72481316,0.10598028,0.1
0.18444628,0.75414073,-0.014950078,0.056852944,0.6003132,0.69533306,0.28895944,0.025691018,0.45322928,0.43278062,0.5959567,0.7289558,0.20939073,0.22377846,0.17647052,0.7800276,0.0,0.1342547,0.6466346,0.71464896,0.29724407,0.008333333,0.45462796,0.40991902,0.6312215,0.7316551,0.20722549,0.1
