Forecast_0,Forecast_1,Forecast_2,Forecast_3,Forecast_4,Forecast_5,Forecast_6,Forecast_7,Forecast_8,Forecast_9,Forecast_10,Forecast_11,Forecast_12,Forecast_13,True_0,True_1,True_2,True_3,True_4,True_5,True_6,True_7,True_8,True_9,True_10,True_11,True_12,True_13
0.05324834,0.34817323,0.01994745,0.0051560104,0.26250857,0.47379902,0.27597573,0.09748122,0.43573353,0.34072348,0.4624555,0.53048027,0.971554,0.03781171,0.0,0.4193325,0.0,0.0,0.2427885,0.4648934,0.27755904,0.09802631,0.44101635,0.3268819,0.4143835,0.534312,1.0,0.0
0.054086566,0.34756908,0.020083029,0.005495757,0.26215637,0.47364184,0.2760989,0.09833341,0.43598315,0.34134227,0.461706,0.5301723,0.97111046,0.038339496,0.0,0.4193325,0.0,0.0,0.24238783,0.46528456,0.27755904,0.096491225,0.44101635,0.32957044,0.4143835,0.534312,1.0,0.0
0.05290445,0.34778434,0.01952853,0.0045035034,0.26250097,0.47435006,0.2759609,0.09712652,0.4358146,0.34064716,0.46322834,0.5313157,0.97178096,0.038362358,0.0,0.4193325,0.0,0.0,0.24238783,0.46528456,0.27755904,0.10482456,0.44101635,0.330647,0.4143835,0.534312,1.0,0.0
0.054778904,0.34708464,0.019860178,0.0054437816,0.26166916,0.47366562,0.2762008,0.099069595,0.43625733,0.3423184,0.46122983,0.5302466,0.97035503,0.03906818,0.0,0.4193325,0.0,0.0,0.2427885,0.4658713,0.27755904,0.09802631,0.44101635,0.3278806,0.4143835,0.534312,1.0,0.0
0.052628383,0.3480417,0.018889692,0.0037266314,0.26238266,0.4748393,0.2759042,0.09689711,0.43587238,0.34111595,0.46392506,0.5321805,0.9713215,0.03877412,0.0,0.4193325,0.0,0.0,0.2427885,0.4658713,0.27755904,0.096491225,0.44101635,0.32589334,0.41604412,0.53664577,1.0,0.0
0.052343935,0.34853846,0.018423904,0.003161788,0.26242924,0.4752644,0.2758276,0.096683234,0.43587333,0.341392,0.46457896,0.5328876,0.9708983,0.038917534,0.0,0.40628386,0.0,0.0,0.24238783,0.4660669,0.27755904,0.096491225,0.44101635,0.3306257,0.41604412,0.53664577,1.0,0.0
0.052166432,0.34801522,0.018307079,0.0029080808,0.26203796,0.4750119,0.2758135,0.096629255,0.43583843,0.34139618,0.46431026,0.5326969,0.97104615,0.03902558,0.0,0.40628386,0.0,0.0,0.2427885,0.4660669,0.27755904,0.10526315,0.44101635,0.34083706,0.41604412,0.53664577,1.0,0.0
0.055459052,0.34645247,0.019190233,0.0049319714,0.26048097,0.47334063,0.27623308,0.10022034,0.4365232,0.3439856,0.4602092,0.5301603,0.9688014,0.040011905,0.0,0.40628386,0.0,0.0,0.2431891,0.46645808,0.27755904,0.096491225,0.44101635,0.3448951,0.41604412,0.53664577,1.0,0.0
0.05383428,0.3468917,0.018554132,0.0036395043,0.2607281,0.47380596,0.27599597,0.09852428,0.43615812,0.34304392,0.46174708,0.5311217,0.969551,0.039695397,0.0,0.40628386,0.0,0.0,0.2427885,0.46665362,0.27755904,0.096491225,0.44101635,0.34980634,0.41604412,0.53664577,1.0,0.0
0.055916622,0.34629595,0.018930577,0.0047959834,0.2597829,0.4728658,0.27620307,0.100969166,0.43657446,0.3448325,0.45928058,0.52972066,0.9678447,0.04024863,0.0,0.40628386,0.0,0.0,0.2427885,0.4668492,0.27755904,0.096491225,0.44101635,0.3525011,0.41604412,0.53664577,1.0,0.0
0.057739317,0.34592932,0.019191712,0.0058900267,0.2589456,0.47208148,0.27637047,0.10348238,0.43694338,0.34649843,0.45712948,0.5285729,0.9663073,0.040602565,0.0,0.40628386,0.0,0.0,0.24238783,0.4670448,0.27755904,0.096491225,0.44101635,0.3527739,0.41604412,0.53664577,1.0,0.0
0.060333528,0.3454004,0.019729968,0.0075356364,0.25800425,0.4712066,0.27661365,0.10726874,0.43752736,0.34853464,0.45432267,0.5271377,0.96420383,0.041065626,0.0,0.40628386,0.0,0.0,0.2427885,0.4670448,0.27755904,0.096491225,0.44101635,0.35430142,0.41604412,0.53664577,1.0,0.0
0.06224723,0.3450474,0.020108055,0.008719787,0.25734827,0.47069013,0.2767673,0.11043866,0.43799615,0.35001773,0.4523497,0.5262402,0.96244097,0.04129129,0.0,0.40628386,0.0,0.0,0.2427885,0.46724036,0.27755904,0.096491225,0.44101635,0.35559356,0.41604412,0.53664577,1.0,0.0
0.06399704,0.3444243,0.020629779,0.009834394,0.25708464,0.47054324,0.27689958,0.11417997,0.43858355,0.3511148,0.45074016,0.52572644,0.96101874,0.041253958,0.0,0.40628386,0.0,0.0,0.2427885,0.46763155,0.27755904,0.096491225,0.44101635,0.3556333,0.41604412,0.53664577,1.0,0.0
0.0662898,0.3434674,0.021507218,0.0113745555,0.25703782,0.47056672,0.2771001,0.119191766,0.4394251,0.35230356,0.44884577,0.5252256,0.9593767,0.04111359,0.0,0.40628386,0.0,0.0,0.2427885,0.46763155,0.27755904,0.098245606,0.44101635,0.35107538,0.41604412,0.53664577,1.0,0.0
0.06928045,0.34276617,0.02306031,0.013615482,0.25690758,0.47045356,0.27706668,0.12742013,0.4402963,0.3542068,0.4462102,0.5247423,0.9583507,0.04129488,0.0,0.40628386,0.0,0.0,0.24238783,0.4678271,0.27755904,0.096491225,0.44101635,0.34810743,0.41604412,0.53664577,1.0,0.0
0.07227797,0.34221357,0.02471783,0.015915863,0.25692225,0.47037193,0.2769633,0.13562958,0.44109178,0.35604554,0.4436092,0.5242858,0.95756185,0.04143645,0.0,0.40628386,0.0,0.0,0.24238783,0.4680227,0.27755904,0.096491225,0.44101635,0.34776416,0.41604412,0.53888786,1.0,0.0
0.07723399,0.34175718,0.02761022,0.02021952,0.25730163,0.46991852,0.27685475,0.15124272,0.44229123,0.35842696,0.4391456,0.5236213,0.9578238,0.04142187,0.0,0.40628386,0.0,0.0,0.2427885,0.4680227,0.27755904,0.096491225,0.44101635,0.34773028,0.41604412,0.53888786,1.0,0.0
0.085522056,0.33982834,0.031661294,0.027022935,0.2573109,0.46850082,0.27694586,0.17296213,0.4441116,0.36277136,0.43121076,0.521505,0.95810115,0.042504866,0.08823526,0.39973974,0.0,0.24580455,0.20993596,0.4532564,0.2923228,0.47576752,0.4596189,0.34553838,0.39368254,0.5044514,1.0,0.0
0.13296893,0.34576884,0.084423795,0.28699803,0.27952436,0.49107152,0.30343637,0.54270065,0.48998594,0.37418455,0.42191738,0.54141194,0.93590486,0.046710048,0.17647052,0.3931954,0.0,0.4916091,0.17708331,0.43849015,0.3070866,0.8550438,0.47822145,0.34334648,0.37132093,0.47001496,1.0,0.0
