RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_True
22.1673024943047,24.500623887321403,25.4248070643432,22.2009980858385,24.38000037413683,25.5199982971995
22.1646319640241,24.339905987471532,25.143178849644,22.2009980858385,24.319999381334203,25.470001174050658
22.167712180133698,24.280320447855072,25.06425221545056,22.2009980858385,24.230000145130184,25.31999950940448
22.169620617106798,24.17732020048384,24.86025222858768,22.0963439379024,24.1399997073262,25.019999813712
22.1129113609977,24.003784833860653,24.65559032094666,22.0963439379024,24.049999870322203,24.979999935033
22.069542329801997,23.90998824138304,24.4332400490898,22.0963439379024,23.94999881645113,24.810000147847262
22.05915213410325,23.793493125261044,24.2652163346388,22.0963439379024,23.839999850112882,24.5199983022246
22.0578950199327,23.7305545209562,24.06950095550232,22.0963439379024,23.71999996730755,24.48000024034554
22.0505484404484,23.603072275199953,23.9051023625316,22.0963439379024,23.64999986043778,24.33000099809928
22.05043009755135,23.585635858180392,23.9001061626966,22.0963439379024,23.560000023433783,24.179999939053083
22.041074018784,23.521285373922552,23.74856445730128,22.0963439379024,23.4699995856298,24.0199998187371
22.0351828918941,23.42894482019647,23.618806183186557,22.0963439379024,23.419999809694243,23.94999972824886
22.03405567337265,23.398139702421943,23.57531017582302,22.1999909576892,23.36999913255871,23.8699987596909
22.08427810774665,23.426384811481693,23.490596428220698,22.616109825023997,23.3599991172916,23.78999960793288
22.46302391928165,23.745224854867843,23.3763439359939,22.823928980865148,23.390000064292902,23.729999184314398
22.70826340983225,23.700257980364743,23.264642836482842,22.9272099046185,23.390000064292902,23.6899993056354
22.89783805189185,23.747670711586423,23.3245288017051,22.9272099046185,23.349999702824473,23.65000063815636
22.92981043881315,23.65986289330945,23.29393873551534,22.9272099046185,23.309999942156022,23.589999608937898
22.95023337447075,23.721320826063582,23.407319769370922,22.9272099046185,23.26999867948762,23.5299997909194
22.95369094812,23.673017108471562,23.30859607183128,22.9272099046185,23.21000008988491,23.44999882236144
22.9544454690354,23.63473743814585,23.2584124238886,22.9272099046185,23.160000313949354,23.3500003368639
22.9486461816702,23.574283442158304,23.1522568033944,22.9272099046185,23.100000222346694,23.299998974515198
22.946174183977348,23.535117591862093,23.108742022431482,22.9272099046185,23.039998929144073,23.2500006401664
22.9463439803079,23.510201515491524,23.09928255074388,22.9272099046185,22.999999769275604,23.1799993384782
