RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_Forecast,RM_RBG_RAUMTEMPERATUR_POINT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_RUECKLAUFTEMPERATUR_EQUIPMENT_ID_Value_True,DSP_FLOOR_DISTRIBUTOR_VORLAUFTEMPERATUR_EQUIPMENT_ID_Value_True
22.0657097285799,27.421450540090152,31.148762451309,22.305498067638,27.359999216135805,29.89999954694952
22.1562895178967,27.519485175626684,30.992545514068077,22.305498067638,27.599997780146502,29.59999742885712
22.1519612162379,27.6677349738916,31.0766778856896,22.305498067638,27.669999989816205,29.6600008804755
22.1932128901041,27.712275280408903,30.901102339488002,22.305498067638,27.61999901228068,29.5699996394478
22.261395679392,27.795296825645202,30.79766344050408,22.5124189241958,27.58999956727933,29.42999885287134
22.5459855909,27.94549471784527,30.632821548348,22.5124189241958,27.539998890143803,29.3799987017226
22.637215149708148,27.86303762419018,30.561866426691303,22.5124189241958,27.469999684474004,29.2199991870066
22.6414818043287,27.713646005563273,30.420782827350596,22.5124189241958,27.400000478804202,29.099998339769638
22.62083548310415,27.696531316933,30.297036344237338,22.6180920442791,27.339999486001574,29.08999988409984
22.6685167974369,27.703479568701702,30.1899705069732,22.6180920442791,27.3000003261331,28.97000024806284
22.70809759386165,27.668131501878403,30.16117059432432,22.6180920442791,27.239999934130452,28.91000043004434
22.7110973290347,27.568078178409074,30.054712779440102,22.6180920442791,27.189999857794902,28.88000082383508
22.6950776423013,27.5683746731992,30.02659053316884,22.7209398854535,27.17000012766067,31.349997268663202
22.730897095655248,27.987415236049785,31.1898584659518,23.029913093687398,27.68999851835047,31.8999971144994
22.9349725773405,28.428302688573105,32.397321874075196,23.2303700398503,28.730000406529904,32.449996960335596
23.19224071566,28.829543350416223,33.257367108072124,23.382560170439998,28.990000202674782,33.695001511219196
23.4209234621298,28.783600175945622,33.7095813307377,23.534749718538,29.250000299219653,34.940000006103
23.548991058111298,29.20063827246286,34.5436227071934,23.7899736993183,30.014999514553633,36.30500055942372
23.6603028920145,30.042158377249542,36.378835914585295,24.045196903443,30.779999030287605,37.6699992959445
23.8172733378222,30.864650545869644,37.920411859674594,24.045196903443,31.320000155111533,38.7500020762773
23.9198650768125,31.378736463956262,39.002552407936804,24.045196903443,32.360000841691004,39.8099988612708
23.869626138506998,32.4963974571505,40.4716925394183,24.045196903443,32.8999968597151,40.96999897656168
23.8138298410557,33.22692036643216,41.2989027480996,24.045196903443,33.9399996490945,41.6800007595138
23.81530830207225,34.4383331925055,42.3864634161828,24.045196903443,34.119999323102505,41.51999882239788
23.804729767390498,34.46131979974031,42.2170589337774,24.045196903443,34.98000033567398,42.020002756285194
23.8392385173375,35.17524260557457,42.7691904915432,24.045196903443,35.12999966348065,45.250000529614205
23.840752024938,35.82720070387156,44.2168742157333,24.045196903443,34.84999923600157,45.43000058926968
23.912351904702,35.93619062664341,45.05141642337246,24.045196903443,37.10000026790141,43.760000506821605
